From Bus  Number,From Bus  Name,To Bus  Number,To Bus  Name,Id,Name,Term Node Num (From),Term Node Name (From),Term Node Num (To),Term Node Name (To),In Service,Metered,Winding 1 Side,Controlled Bus,Controlled Bus Side,Controlled Node Number,Controlled Bus Section,Tap Positions,Control Mode,Auto Adjust,Winding I/O Code,Impedance I/O Code,Admittance I/O Code,Specified R (pu or watts),Specified X (pu),RATE1 (MVA),RATE2 (MVA),RATE3 (MVA),Magnetizing G (pu or watts),Magnetizing B (pu),Owner 1,Fraction 1,Owner 2,Fraction 2,Owner 3,Fraction 3,Owner 4,Fraction 4,Winding  MVA Base,Wnd 1 Ratio  (pu or kV),Wnd 1 Nominal kV,Wnd 1 Angle (degrees),Wnd 2 Ratio  (pu or kV),Wnd 2 Nominal kV,"Rmax (pu, kV, deg)","Rmin (pu, kV, deg)","Vmax (pu, Mvar, MW)","Vmin (pu, Mvar, MW)",Wnd Connect Angle (deg),Load Drop Comp R (pu),Load Drop Comp X (pu),Impedance table,R (table corrected pu or watts),X (table corrected pu),Vector Group,Edit Vector Group,Connection Code,Edit Connection Code,Leakage impedance I/O code,Grounding impedance I/O code,RG1,XG1,R01 (pu),X01 (pu),RG2,XG2,R02 (pu),X02 (pu),RNutrl,XNutrl,RATE4 (MVA),RATE5 (MVA),RATE6 (MVA),RATE7 (MVA),RATE8 (MVA),RATE9 (MVA),RATE10 (MVA),RATE11 (MVA),RATE12 (MVA),Zbase,R (ohm),X (ohm)
65501,E7_BRWA1B   132.00,65503,E7_BRWA31   33.000,T8,T8QB,,,,,1,1,1,65503,0,0,65503,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007575,0.259559,40,40,40,0,0,1,1,0,1,0,1,0,1,40,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00758,0.25956,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00643,0.22062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.6,2.800908,96.102072
65502,E7_BRWA1C   132.00,65503,E7_BRWA31   33.000,T8,T8QC,,,,,1,1,1,65503,0,0,65503,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.007767,0.27106,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00777,0.27106,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0066,0.2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,3.83328,133.81632
65504,E7_CHUR11-S 132.00,65505,E7_CHUR31   33.000,1,T8Q8,,,,,1,1,1,65505,0,0,65505,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003733,0.23475,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00373,0.23475,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00317,0.19954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.920568,57.946416
65504,E7_CHUR11-S 132.00,65505,E7_CHUR31   33.000,T8,T8Q7,,,,,1,1,1,65505,0,0,65505,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.00475,0.24812,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00475,0.24812,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00403,0.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,1.170312,61.24536
65510,E7_HINP2_M1 275.00,65514,E7_HINP51   11.000,M8,STN T1_6,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.042566,1.24677,20,20,20,0,0,1,1,0,1,0,1,0,1,20,1,275,0,1,11,1.142,0.8864,1.1,0.9,0,0,0,0,0.04257,1.24677,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.1215,2.11652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781.25,459.421875,8003.09125
65510,E7_HINP2_M1 275.00,65516,E7_HINP53   11.000,M8,STN T3,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011395,0.348994,61,61,61,0,0,1,1,0,1,0,1,0,1,61,1,275,0,1,11.8,1.142,0.8864,1.1,0.9,0,0,0,0,0.0114,0.34899,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),4.1322,0,0,0.39672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.754098,0,491.8352459
65511,E7_HINP2_M2 275.00,65515,E7_HINP52   11.000,M8,STN T2_7,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0425,1.06415,20,20,20,0,0,1,1,0,1,0,1,0,1,20,1,275,0,1,11,1.142,0.8864,1.1,0.9,0,0,0,0,0.0425,1.06415,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.1215,2.14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3781.25,459.421875,8097.77375
65511,E7_HINP2_M2 275.00,65517,E7_HINP54   11.000,M8,STN T4,,,,,1,1,1,0,0,0,,19,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.011395,0.354243,61,61,61,0,0,1,1,0,1,0,1,0,1,61,1,275,0,1,11.8,1.142,0.8864,1.1,0.9,0,0,0,0,0.0114,0.35424,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),4.1322,0,0,0.39672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239.754098,0,491.8352459
65519,E7_STRE11   132.00,65520,E7_STRE31   33.000,T8,T8Q9,,,,,1,1,1,65520,0,0,65520,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0038,0.249,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0038,0.249,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00323,0.21165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,1.875984,122.92632
65527,E7_WEST11-S 132.00,65528,E7_WEST31   33.000,1,T8QL,,,,,1,1,1,65528,0,0,65528,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0087,0.28,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0087,0.28,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0074,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,4.29792,138.2304
65527,E7_WEST11-S 132.00,65528,E7_WEST31   33.000,T8,T8Q6,,,,,1,1,1,65528,0,0,65528,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0108,0.25433,30,30,30,0,0,1,1,0,1,0,1,0,1,30,1.03,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0108,0.25433,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00917,0.21618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.8,5.325936,125.557344
65554,E8_TAUN31   33.000,65682,E8_TAUN1_M1 132.00,1,T8K1,,,,,1,0,0,0,0,0,,31,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003467,0.24375,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,30,1,33,1.1,0.8,1.1,0.9,0,0,0,0,0.00347,0.24375,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00293,0.20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.0531795,3.7604985
65554,E8_TAUN31   33.000,65682,E8_TAUN1_M1 132.00,3,T8K2,,,,,1,0,0,0,0,0,,31,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004133,0.252189,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1,132,30,1,33,1.1,0.8,1.1,0.9,0,0,0,0,0.00413,0.25219,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00352,0.21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.063888,3.890634
65554,E8_TAUN31   33.000,65682,E8_TAUN1_M1 132.00,T8,T8K0,,,,,1,0,0,0,0,0,,31,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0056,0.2444,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1,132,30,1,33,1.1,0.8,1.1,0.9,0,0,0,0,0.0056,0.2444,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00471,0.2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0.113982,5.02634
65564,E1_ARNE11   132.00,65568,E1_ARNE31   33.000,T8,T8L1,,,,,1,1,1,65568,0,0,65568,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0094,0.212999,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0094,0.213,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0094,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.72976,61.8552
65565,E1_ARNE12   132.00,65568,E1_ARNE31   33.000,T8,T8L2,,,,,1,1,1,65568,0,0,65568,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0096,0.214,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0096,0.214,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0096,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.78784,62.1456
65571,E1_BOEM11   132.00,65572,E1_BOEM31   33.000,1,T8B4,,,,,1,1,1,65572,0,0,65572,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0048,0.1749,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.05,132,30,1,33,1.05,0.85,1.02,0.98,0,0,0,0,0.0048,0.1749,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0048,0.1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0.92928,33.86064
65571,E1_BOEM11   132.00,65572,E1_BOEM31   33.000,3,T8B5,,,,,1,1,1,65572,0,0,65572,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0048,0.1749,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.05,132,30,1,33,1.05,0.85,1.02,0.98,0,0,0,0,0.0048,0.1749,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0048,0.1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,0.92928,33.86064
65571,E1_BOEM11   132.00,65572,E1_BOEM31   33.000,T8,T8B3,,,,,1,1,1,65572,0,0,65572,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0098,0.207999,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.05,132,30,1,33,1.05,0.85,1.02,0.98,0,0,0,0,0.0098,0.208,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0098,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.84592,60.4032
65576,E1_CHIC31   33.000,65698,E1_CHIC1_M1 132.00,1,A2MT,,,,,1,0,0,65576,0,0,65576,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0074,0.25,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0074,0.25,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0074,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.08954,3.025
65576,E1_CHIC31   33.000,65698,E1_CHIC1_M1 132.00,T8,A1MT,,,,,1,0,0,65576,0,0,65576,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0078,0.252,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.02,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0078,0.252,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0078,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.09438,3.0492
65579,E1_CHRI31   33.000,65675,E1_CHRI11   132.00,T8,T8L3,,,,,1,0,0,65579,0,0,65579,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0071,0.25,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0071,0.25,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0071,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.08591,3.025
65579,E1_CHRI31   33.000,65676,E1_CHRI12   132.00,T8,T8L4,,,,,1,0,0,65579,0,0,65579,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0072,0.237,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0072,0.237,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0072,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.08712,2.8677
65580,E1_LYTC11   132.00,65581,E1_LYTC31   33.000,1,T8L8,,,,,1,1,1,65581,0,0,65581,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0072,0.278,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0072,0.278,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0072,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,1.39392,53.8208
65580,E1_LYTC11   132.00,65581,E1_LYTC31   33.000,T8,T8L7,,,,,1,1,1,65581,0,0,65581,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0075,0.277,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0075,0.277,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0075,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,1.452,53.6272
65583,E1_MANN31   33.000,65699,E1_MANN1_M1 132.00,1,T8K5,,,,,1,0,0,65583,0,0,65583,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0093,0.253001,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0093,0.253,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0093,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.168795,4.59195
65583,E1_MANN31   33.000,65699,E1_MANN1_M1 132.00,3,T8K6,,,,,1,0,0,65583,0,0,65583,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0078,0.253,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0078,0.253,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0078,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.14157,4.59195
65583,E1_MANN31   33.000,65699,E1_MANN1_M1 132.00,T8,T8A4,,,,,1,0,0,65583,0,0,65583,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0093,0.253001,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0093,0.253,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0093,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0.168795,4.59195
65585,E1_MANN81   7.9000,65612,E1_TERMSVC1 0.4150,0,MANN4 SVC1 E,,,,,0,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.860905,15.9268,0.2,0.2,0.2,0.00001,-0.00005,1,1,0,1,0,1,0,1,0.2,1,8.2,30,1,0.415,1,1,1.1,0.9,0,0,0,0,0.86091,15.9268,,,"7 - No series path, earth winding 1, ground winding 2",,Z pu (system base),Z pu (system base),2.3725,23.6061,0.1275,28.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.05,39.786375,8743.20413
65585,E1_MANN81   7.9000,65718,E1_MANN4_MC 400.00,W8,MANN4 SCT 1,,,,,0,0,0,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367117647,0.000734235,0.029362069
65586,E1_MANN82   7.9000,65613,E1_TERMSVC2 0.4150,0,MANN4 SVC2 E,,,,,0,1,1,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.823123,15.2278,0.2,0.2,0.2,0.00001,-0.00005,1,1,0,1,0,1,0,1,0.2,1,8.2,30,1,0.415,1,1,1.1,0.9,0,0,0,0,0.82312,15.2278,,,"7 - No series path, earth winding 1, ground winding 2",,Z pu (system base),Z pu (system base),2.3725,23.6061,0.1275,28.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.05,39.786375,8743.20413
65586,E1_MANN82   7.9000,65718,E1_MANN4_MC 400.00,W8,MANN4 SCT 2,,,,,0,0,0,0,0,0,,2,None,0,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003995,0.0799,170,170,170,0.0007,-0.00155,1,1,0,1,0,1,0,1,170,1,400,30,1,7.9,1,1,1.1,0.9,0,0,0,0,0.004,0.0799,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.002,0.07998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367117647,0.000734235,0.029362069
65587,E1_NEWA11   132.00,65588,E1_NEWA31   33.000,1,T8J5,,,,,1,1,1,65588,0,0,65588,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003517,0.24409,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00352,0.24409,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.003,0.20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.8712,60.249288
65587,E1_NEWA11   132.00,65588,E1_NEWA31   33.000,T8,T8J4,,,,,1,1,1,65588,0,0,65588,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.003483,0.24353,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.00348,0.24353,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00297,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.862488,60.1128
65589,E1_POOL11   132.00,65591,E1_POOL31   33.000,1,T8B7,,,,,1,1,1,65591,0,0,65591,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.01,0.244999,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01,0.245,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.904,71.148
65589,E1_POOL11   132.00,65591,E1_POOL31   33.000,T8,T8B6,,,,,1,1,1,65591,0,0,65591,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0099,0.247,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0099,0.247,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0099,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.87496,71.7288
65592,E1_REHI11   132.00,65596,E1_REHI31   33.000,T8,T8A3,,,,,1,1,1,65596,0,0,65596,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0065,0.276,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0065,0.276,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0065,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,1.2584,53.4336
65593,E1_REHI12   132.00,65596,E1_REHI31   33.000,T8,T8A2,,,,,1,1,1,65596,0,0,65596,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0065,0.279,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0065,0.279,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0065,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,1.2584,54.0144
65602,E1_SALI11   132.00,65603,E1_SALI31   33.000,1,T8K9,,,,,1,1,1,65603,0,0,65603,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.01,0.219501,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01,0.2195,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01,0.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.904,63.7428
65602,E1_SALI11   132.00,65603,E1_SALI31   33.000,3,T8L0,,,,,1,1,1,65603,0,0,65603,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0097,0.2207,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.0097,0.2207,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0097,0.2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,2.81688,64.09128
65602,E1_SALI11   132.00,65603,E1_SALI31   33.000,T8,T82F,,,,,1,1,1,65603,0,0,65603,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.015,0.278,45,45,45,0,0,1,1,0,1,0,1,0,1,45,1.04,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.015,0.278,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.015,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.2,5.808,107.6416
65604,E1_SHAF11   132.00,65605,E1_SHAF31   33.000,1,T8B0,,,,,1,1,1,65605,0,0,65605,41,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0114,0.2652,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.03,132,30,1,33,1.1,0.7,1.02,0.98,0,0,0,0,0.0114,0.2652,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0114,0.2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,2.20704,51.34272
65604,E1_SHAF11   132.00,65605,E1_SHAF31   33.000,T8,T8A9,,,,,1,1,1,65605,0,0,65605,41,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0114,0.2652,90,90,90,0,0,1,1,0,1,0,1,0,1,90,1.03,132,30,1,33,1.1,0.7,1.02,0.98,0,0,0,0,0.0114,0.2652,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.0114,0.2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.6,2.20704,51.34272
65606,E1_SOWT11   132.00,65610,E1_SOWT31   33.000,T8,T8J8,,,,,1,1,1,65610,0,0,65610,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.004017,0.243,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.00402,0.243,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00342,0.2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,0.993168,59.99664
65607,E1_SOWT12   132.00,65610,E1_SOWT31   33.000,T8,T8J9,,,,,1,1,1,65610,0,0,65610,21,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.0041,0.243971,60,60,60,0,0,1,1,0,1,0,1,0,1,60,1.01,132,30,1,33,1.1,0.9,1.02,0.98,0,0,0,0,0.0041,0.24397,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.00348,0.20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4,1.010592,60.223152
65633,E1_TIVE1A   132.00,65635,E1_TIVE31   33.000,T8,T8J2,,,,,1,1,1,65635,0,0,65635,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.015289,0.293329,22.5,22.5,22.5,0,0,1,1,0,1,0,1,0,1,22.5,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01529,0.29333,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01298,0.24933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.4,10.051712,193.081152
65634,E1_TIVE1B   132.00,65635,E1_TIVE31   33.000,T8,T8J3,,,,,1,1,1,65635,0,0,65635,31,Voltage,1,Turns ratio (pu on nom wind kV),Zpu (system base),Y pu (system base),0.014533,0.277769,22.5,22.5,22.5,0,0,1,1,0,1,0,1,0,1,22.5,1.01,132,30,1,33,1.1,0.8,1.02,0.98,0,0,0,0,0.01453,0.27777,,,"2 - No series path, ground winding 1",,Z pu (system base),Z pu (system base),0,0,0.01236,0.23611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.4,9.571584,182.843584
